Transaction,Entry,Exit,Revenue,Gross Revenue,Rate,Type
100324,2019-01-03T16:00:00,2019-01-04T00:00:00,11,13,Evening,Reserved
100325,2019-01-03T16:00:00,2019-01-04T00:00:00,11,13,Evening,Reserved
100326,2019-01-03T16:00:00,2019-01-03T19:00:00,10,12,Weekday,Reserved
100327,2019-01-03T16:06:00,2019-01-03T16:46:11,0,12,Daily,Walk In
100328,2019-01-03T16:14:00,2019-01-04T10:51:31,0,38,Daily,Walk In
100329,2019-01-03T16:30:00,2019-01-04T00:30:00,14,16,Weekday,Reserved
100330,2019-01-03T16:30:00,2019-01-04T00:30:00,11,13,Evening,Reserved
100331,2019-01-03T16:55:00,2019-01-05T11:34:32,0,76,Daily,Walk In
100332,2019-01-03T17:00:00,2019-01-03T20:00:00,12,14,Weekday,Reserved
100333,2019-01-03T17:00:00,2019-01-03T20:00:00,10,12,Weekday,Reserved
100334,2019-01-03T17:00:00,2019-01-03T20:00:00,12,14,Weekday,Reserved
100335,2019-01-03T17:00:00,2019-01-03T20:00:00,12,14,Weekday,Reserved
100336,2019-01-03T17:00:00,2019-01-04T01:00:00,11,13,Evening,Reserved
100337,2019-01-03T17:02:00,2019-01-03T22:23:56,10,10,Daily,Walk In
100338,2019-01-03T17:30:00,2019-01-03T20:30:00,10,12,Weekday,Reserved
100339,2019-01-03T17:30:00,2019-01-03T20:30:00,10,12,Weekday,Reserved
100340,2019-01-03T17:30:00,2019-01-04T01:30:00,11,13,Evening,Reserved
100341,2019-01-03T17:30:00,2019-01-03T20:30:00,10,12,Weekday,Reserved
100342,2019-01-03T17:30:00,2019-01-04T11:09:32,0,38,Daily,Walk In
100343,2019-01-03T17:30:00,2019-01-04T17:30:00,20,22,Weekday,Reserved
100344,2019-01-03T17:50:00,2019-01-03T21:08:51,10,10,Daily,Walk In
100345,2019-01-03T18:00:00,2019-01-03T21:00:00,10,12,Weekday,Reserved
100346,2019-01-03T18:00:00,2019-01-03T21:00:00,10,12,Weekday,Reserved
100347,2019-01-03T18:00:00,2019-01-03T21:00:00,12,14,Weekday,Reserved
100348,2019-01-03T18:00:00,2019-01-03T21:00:00,10,12,Weekday,Reserved
100349,2019-01-03T18:30:00,2019-01-03T21:30:00,10,12,Weekday,Reserved
100350,2019-01-03T18:30:00,2019-01-03T21:30:00,10,12,Weekday,Reserved
100351,2019-01-03T18:30:00,2019-01-04T02:30:00,11,13,Evening,Reserved
100352,2019-01-03T18:31:00,2019-01-05T08:45:41,0,60,Daily,Walk In
100353,2019-01-03T19:00:00,2019-01-03T22:00:00,10,12,Weekday,Reserved
100354,2019-01-03T19:34:00,2019-01-03T20:30:46,10,10,Daily,Walk In
100355,2019-01-03T21:30:00,2019-01-04T21:30:00,20,22,Weekday,Reserved
100356,2019-01-03T22:30:00,2019-01-04T22:30:00,20,22,Weekday,Reserved
100357,2019-01-03T22:30:00,2019-01-04T22:30:00,20,22,Weekday,Reserved
100358,2019-01-03T23:00:00,2019-01-04T23:00:00,20,22,Weekday,Reserved
100359,2019-01-04T04:30:00,2019-01-04T07:30:00,10,12,Weekday,Reserved
100360,2019-01-04T05:34:00,2019-01-04T14:07:16,21,38,Underground Rate,Walk In
100361,2019-01-04T06:03:00,2019-01-04T13:39:01,0,38,Daily,Walk In
100362,2019-01-04T06:22:00,2019-01-04T11:06:11,0,38,Daily,Walk In
100363,2019-01-04T06:30:00,2019-01-05T06:30:00,20,22,Daily,Reserved
100364,2019-01-04T07:13:00,2019-01-04T15:30:51,21,38,Underground Rate,Walk In
100365,2019-01-04T07:30:00,2019-01-04T10:30:00,10,12,Weekday,Reserved
100366,2019-01-04T08:42:00,2019-01-04T17:40:41,21,38,Underground Rate,Walk In
100367,2019-01-04T09:18:00,2019-01-04T09:37:31,0,12,Daily,Walk In
100368,2019-01-04T09:30:00,2019-01-04T12:30:00,10,12,Weekday,Reserved
100369,2019-01-04T09:30:00,2019-01-04T15:30:00,13,13,Weekday,Reserved
100370,2019-01-04T09:30:00,2019-01-04T12:30:00,10,12,Weekday,Reserved
100371,2019-01-04T09:30:00,2019-01-04T12:30:00,10,12,Weekday,Reserved
100372,2019-01-04T09:41:00,2019-01-04T17:50:51,30,38,Hotel Rate,Walk In
100373,2019-01-04T09:46:00,2019-01-04T11:29:46,0,22,Daily,Walk In
100374,2019-01-04T09:46:00,2019-01-04T19:09:02,21,38,Underground Rate,Walk In
100375,2019-01-04T09:50:00,2019-01-04T19:39:56,21,38,Underground Rate,Walk In
100376,2019-01-04T10:00:00,2019-01-04T18:00:00,13,15,Weekday,Reserved
100377,2019-01-04T10:00:00,2019-01-04T13:00:00,12,14,Weekday,Reserved
100378,2019-01-04T10:00:00,2019-01-04T18:00:00,14,16,Weekday,Reserved
100379,2019-01-04T10:00:00,2019-01-04T18:00:00,13,15,Weekday,Reserved
100380,2019-01-04T10:00:00,2019-01-04T13:00:00,10,12,Weekday,Reserved
100381,2019-01-04T10:00:00,2019-01-04T13:00:00,10,12,Weekday,Reserved
100382,2019-01-04T10:00:00,2019-01-04T13:00:00,12,14,Weekday,Reserved
100383,2019-01-04T10:00:00,2019-01-04T13:00:00,10,12,Weekday,Reserved
100384,2019-01-04T10:11:00,2019-01-04T18:31:26,38,38,Daily,Walk In
100385,2019-01-04T10:24:00,2019-01-04T14:56:41,0,38,Daily,Walk In
100386,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100387,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100388,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100389,2019-01-04T10:30:00,2019-01-04T15:00:00,13,13,Weekday,Reserved
100390,2019-01-04T10:30:00,2019-01-05T10:30:00,20,22,Daily,Reserved
100391,2019-01-04T10:30:00,2019-01-04T18:30:00,14,16,Weekday,Reserved
100392,2019-01-04T10:30:00,2019-01-05T10:30:00,20,22,Daily,Reserved
100393,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100394,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100395,2019-01-04T10:30:00,2019-01-04T18:30:00,14,16,Weekday,Reserved
100396,2019-01-04T10:30:00,2019-01-04T13:30:00,10,12,Weekday,Reserved
100397,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100398,2019-01-04T10:30:00,2019-01-04T13:30:00,10,12,Weekday,Reserved
100399,2019-01-04T10:30:00,2019-01-04T13:30:00,10,12,Weekday,Reserved
100400,2019-01-04T10:30:00,2019-01-04T18:30:00,13,15,Weekday,Reserved
100401,2019-01-04T10:41:00,2019-01-04T11:48:51,0,22,Daily,Walk In
100402,2019-01-04T11:00:00,2019-01-04T19:00:00,14,16,Weekday,Reserved
100403,2019-01-04T11:00:00,2019-01-04T19:00:00,13,15,Weekday,Reserved
100404,2019-01-04T11:00:00,2019-01-04T19:00:00,18,20,Weekday,Reserved
100405,2019-01-04T11:00:00,2019-01-05T11:00:00,20,22,Daily,Reserved
100406,2019-01-04T11:00:00,2019-01-04T18:30:00,14,14,Weekday,Reserved
100407,2019-01-04T11:00:00,2019-01-04T19:00:00,14,16,Weekday,Reserved
100408,2019-01-04T11:00:00,2019-01-04T14:00:00,10,12,Weekday,Reserved
100409,2019-01-04T11:00:00,2019-01-04T19:00:00,14,16,Weekday,Reserved
100410,2019-01-04T11:15:00,2019-01-04T19:15:00,14,14,Weekday,Reserved
100411,2019-01-04T11:15:00,2019-01-04T19:15:00,14,14,Weekday,Reserved
100412,2019-01-04T11:15:00,2019-01-04T19:15:00,14,14,Weekday,Reserved
100413,2019-01-04T11:19:00,2019-01-05T07:18:11,0,38,Daily,Walk In
100414,2019-01-04T11:24:00,2019-01-04T12:45:42,22,22,Daily,Walk In
100415,2019-01-04T11:30:00,2019-01-04T19:30:00,13,15,Weekday,Reserved
100416,2019-01-04T11:30:00,2019-01-04T19:30:00,13,15,Weekday,Reserved
100417,2019-01-04T11:30:00,2019-01-04T14:30:00,10,12,Weekday,Reserved
100418,2019-01-04T11:30:00,2019-01-04T14:30:00,10,12,Weekday,Reserved
100419,2019-01-04T11:30:00,2019-01-04T19:30:00,14,16,Weekday,Reserved
100420,2019-01-04T11:30:00,2019-01-04T19:30:00,13,15,Weekday,Reserved
100421,2019-01-04T11:30:00,2019-01-04T19:30:00,13,15,Weekday,Reserved
100422,2019-01-04T11:30:00,2019-01-05T11:30:00,20,22,Daily,Reserved
100423,2019-01-04T11:31:00,2019-01-04T15:30:02,0,38,Daily,Walk In
100424,2019-01-04T12:00:00,2019-01-04T20:00:00,14,16,Weekday,Reserved
100425,2019-01-04T12:00:00,2019-01-04T15:00:00,10,12,Weekday,Reserved
100426,2019-01-04T12:00:00,2019-01-04T20:00:00,14,16,Weekday,Reserved
100427,2019-01-04T12:00:00,2019-01-05T12:00:00,20,22,Daily,Reserved
100428,2019-01-04T12:00:00,2019-01-04T20:00:00,13,15,Weekday,Reserved
100429,2019-01-04T12:00:00,2019-01-04T20:00:00,13,15,Weekday,Reserved
100430,2019-01-04T12:00:00,2019-01-04T20:00:00,13,15,Weekday,Reserved
100431,2019-01-04T12:00:00,2019-01-04T15:00:00,10,12,Weekday,Reserved
100432,2019-01-04T12:00:00,2019-01-04T20:00:00,13,15,Weekday,Reserved
100433,2019-01-04T12:00:00,2019-01-04T15:00:00,10,12,Weekday,Reserved
100434,2019-01-04T12:00:00,2019-01-05T12:00:00,20,22,Daily,Reserved
100435,2019-01-04T12:00:00,2019-01-04T15:00:00,10,12,Weekday,Reserved
100436,2019-01-04T12:00:00,2019-01-04T15:00:00,12,14,Weekday,Reserved
100437,2019-01-04T12:00:00,2019-01-04T13:00:00,10,12,Weekday,Reserved
100438,2019-01-04T12:00:00,2019-01-04T20:00:00,14,16,Weekday,Reserved
100439,2019-01-04T12:00:00,2019-01-04T15:00:00,12,12,Weekday,Reserved
100440,2019-01-04T12:22:00,2019-01-04T13:18:22,12,12,Daily,Walk In
100441,2019-01-04T12:30:00,2019-01-04T20:30:00,14,16,Weekday,Reserved
100442,2019-01-04T12:30:00,2019-01-04T20:30:00,13,15,Weekday,Reserved
100443,2019-01-04T12:30:00,2019-01-04T20:30:00,13,15,Weekday,Reserved
100444,2019-01-04T12:30:00,2019-01-04T20:30:00,13,15,Weekday,Reserved
100445,2019-01-04T12:30:00,2019-01-04T20:30:00,13,15,Weekday,Reserved
100446,2019-01-04T12:30:00,2019-01-04T15:30:00,10,12,Weekday,Reserved
100447,2019-01-04T12:30:00,2019-01-04T20:30:00,13,15,Weekday,Reserved
100448,2019-01-04T13:00:00,2019-01-06T13:00:00,38,38,Multi-Day,Reserved
100449,2019-01-04T13:00:00,2019-01-04T21:00:00,13,15,Weekday,Reserved
100450,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100451,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100452,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100453,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100454,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100455,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100456,2019-01-04T13:00:00,2019-01-04T22:00:00,18,18,Weekday,Reserved
100457,2019-01-04T13:00:00,2019-01-04T21:00:00,13,15,Weekday,Reserved
100458,2019-01-04T13:00:00,2019-01-05T13:00:00,20,22,Daily,Reserved
100459,2019-01-04T13:00:00,2019-01-04T21:00:00,14,16,Weekday,Reserved
100460,2019-01-04T13:00:00,2019-01-04T21:00:00,14,16,Weekday,Reserved
100461,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100462,2019-01-04T13:00:00,2019-01-04T16:00:00,10,12,Weekday,Reserved
100463,2019-01-04T13:30:00,2019-01-04T16:30:00,10,12,Weekday,Reserved
100464,2019-01-04T13:30:00,2019-01-04T16:30:00,10,12,Weekday,Reserved
100465,2019-01-04T13:30:00,2019-01-04T21:30:00,13,15,Weekday,Reserved
100466,2019-01-04T13:30:00,2019-01-04T21:30:00,13,15,Weekday,Reserved
100467,2019-01-04T13:30:00,2019-01-04T16:30:00,10,12,Weekday,Reserved
100468,2019-01-04T13:30:00,2019-01-04T16:30:00,10,10,Weekday,Reserved
100469,2019-01-04T14:00:00,2019-01-04T17:00:00,10,12,Weekday,Reserved
100470,2019-01-04T14:00:00,2019-01-04T22:00:00,14,16,Weekday,Reserved
100471,2019-01-04T14:00:00,2019-01-04T15:00:00,12,14,Weekday,Reserved
100472,2019-01-04T14:00:00,2019-01-04T17:00:00,10,12,Weekday,Reserved
100473,2019-01-04T14:00:00,2019-01-04T17:00:00,10,12,Weekday,Reserved
100474,2019-01-04T14:00:00,2019-01-04T22:00:00,14,16,Weekday,Reserved
100475,2019-01-04T14:16:00,2019-01-04T16:39:56,0,38,Daily,Walk In
100476,2019-01-04T14:30:00,2019-01-04T22:30:00,14,16,Weekday,Reserved
100477,2019-01-04T14:30:00,2019-01-04T17:30:00,10,12,Weekday,Reserved
100478,2019-01-04T14:30:00,2019-01-04T17:30:00,10,12,Weekday,Reserved
100479,2019-01-04T14:30:00,2019-01-04T17:30:00,10,12,Weekday,Reserved
100480,2019-01-04T14:30:00,2019-01-04T22:30:00,13,15,Weekday,Reserved
100481,2019-01-04T15:00:00,2019-01-04T23:00:00,11,13,Evening,Reserved
100482,2019-01-04T15:00:00,2019-01-04T23:00:00,14,16,Weekday,Reserved
100483,2019-01-04T15:00:00,2019-01-04T18:00:00,10,12,Weekday,Reserved
100484,2019-01-04T15:00:00,2019-01-05T15:00:00,20,22,Daily,Reserved
100485,2019-01-04T15:00:00,2019-01-04T23:00:00,11,13,Evening,Reserved
100486,2019-01-04T15:00:00,2019-01-04T23:00:00,11,13,Evening,Reserved
100487,2019-01-04T15:00:00,2019-01-05T08:00:00,14,16,Evening,Reserved
100488,2019-01-04T15:07:00,2019-01-05T09:30:01,0,38,Daily,Walk In
100489,2019-01-04T15:30:00,2019-01-04T18:30:00,10,12,Weekday,Reserved
100490,2019-01-04T15:30:00,2019-01-04T23:30:00,14,16,Weekday,Reserved
100491,2019-01-04T15:30:00,2019-01-04T18:30:00,10,12,Weekday,Reserved
100492,2019-01-04T15:30:00,2019-01-04T18:30:00,10,12,Weekday,Reserved
100493,2019-01-04T15:30:00,2019-01-04T23:30:00,14,16,Weekday,Reserved
100494,2019-01-04T15:34:00,2019-01-04T16:28:01,0,12,Daily,Walk In
100495,2019-01-04T15:45:00,2019-01-04T22:15:00,14,14,Weekday,Reserved
100496,2019-01-04T16:00:00,2019-01-05T00:00:00,11,13,Evening,Reserved
100497,2019-01-04T16:00:00,2019-01-05T00:00:00,11,13,Evening,Reserved
100498,2019-01-04T16:00:00,2019-01-04T19:00:00,10,12,Weekday,Reserved
100499,2019-01-04T16:30:00,2019-01-04T19:30:00,10,12,Weekday,Reserved
100500,2019-01-04T16:30:00,2019-01-04T19:30:00,10,12,Weekday,Reserved
100501,2019-01-04T17:00:00,2019-01-04T20:00:00,10,12,Weekday,Reserved
100502,2019-01-04T17:00:00,2019-01-04T20:00:00,10,12,Weekday,Reserved
100503,2019-01-04T17:00:00,2019-01-05T01:00:00,11,13,Evening,Reserved
100504,2019-01-04T17:00:00,2019-01-05T01:00:00,11,13,Evening,Reserved
100505,2019-01-04T17:00:00,2019-01-05T01:00:00,11,13,Evening,Reserved
100506,2019-01-04T17:00:00,2019-01-05T01:00:00,11,13,Evening,Reserved
100507,2019-01-04T17:00:00,2019-01-05T01:00:00,14,16,Evening,Reserved
100508,2019-01-04T17:02:00,2019-01-04T19:41:52,0,10,Daily,Walk In
100509,2019-01-04T17:05:00,2019-01-04T19:27:36,10,10,Daily,Walk In
100510,2019-01-04T17:05:00,2019-01-05T12:42:56,38,38,Daily,Walk In
100511,2019-01-04T17:14:00,2019-01-05T10:39:46,0,38,Daily,Walk In
100512,2019-01-04T17:15:00,2019-01-05T08:57:22,22,22,Daily,Walk In
100513,2019-01-04T17:30:00,2019-01-05T01:30:00,14,16,Evening,Reserved
100514,2019-01-04T17:30:00,2019-01-05T01:30:00,11,13,Evening,Reserved
100515,2019-01-04T17:30:00,2019-01-05T01:30:00,11,13,Evening,Reserved
100516,2019-01-04T17:30:00,2019-01-04T20:30:00,10,12,Weekday,Reserved
100517,2019-01-04T17:34:00,2019-01-04T19:42:11,0,10,Daily,Walk In
100518,2019-01-04T17:37:00,2019-01-04T19:21:06,0,10,Daily,Walk In
100519,2019-01-04T18:30:00,2019-01-05T02:30:00,14,16,Evening,Reserved
100520,2019-01-04T19:00:00,2019-01-05T19:00:00,20,22,Daily,Reserved
100521,2019-01-04T19:00:00,2019-01-04T22:00:00,10,12,Weekday,Reserved
100522,2019-01-04T19:55:00,2019-01-04T19:56:46,10,10,Daily,Walk In
100523,2019-01-04T20:00:00,2019-01-05T04:00:00,11,13,Evening,Reserved
100524,2019-01-04T20:00:00,2019-01-04T21:14:42,0,10,Daily,Walk In
100525,2019-01-04T20:07:00,2019-01-04T20:55:12,0,10,Daily,Walk In
100526,2019-01-04T20:49:00,2019-01-04T21:16:32,10,10,Daily,Walk In
100527,2019-01-04T21:30:00,2019-01-05T21:30:00,20,22,Daily,Reserved
100528,2019-01-04T21:30:00,2019-01-05T00:30:00,11,13,Evening,Reserved
100529,2019-01-04T23:00:00,2019-01-05T23:00:00,20,22,Daily,Reserved
100530,2019-01-04T23:00:00,2019-01-05T00:00:00,10,12,Weekday,Reserved
100531,2019-01-05T00:30:00,2019-01-06T00:30:00,20,22,Daily,Reserved
100532,2019-01-05T05:57:00,2019-01-05T11:41:56,0,38,Daily,Walk In
100533,2019-01-05T06:30:00,2019-01-05T14:30:00,16,18,Weekend,Reserved
100534,2019-01-05T07:00:00,2019-01-05T15:00:00,16,18,Weekend,Reserved
100535,2019-01-05T07:30:00,2019-01-05T15:30:00,11,13,Weekend,Reserved
100536,2019-01-05T07:30:00,2019-01-05T15:30:00,16,18,Weekend,Reserved
100537,2019-01-05T07:35:00,2019-01-05T13:41:06,38,38,Daily,Walk In
100538,2019-01-05T07:36:00,2019-01-05T16:30:36,38,38,Daily,Walk In
100539,2019-01-05T07:53:00,2019-01-05T08:19:52,0,12,Daily,Walk In
100540,2019-01-05T08:00:00,2019-01-06T08:00:00,20,22,Daily,Reserved
100541,2019-01-05T08:00:00,2019-01-05T11:00:00,10,12,Weekend,Reserved
100542,2019-01-05T08:00:00,2019-01-05T16:00:00,16,18,Weekend,Reserved
100543,2019-01-05T08:00:00,2019-01-05T16:00:00,11,13,Weekend,Reserved
100544,2019-01-05T08:30:00,2019-01-05T11:30:00,12,14,Weekend,Reserved
100545,2019-01-05T08:30:00,2019-01-05T16:30:00,16,18,Weekend,Reserved
100546,2019-01-05T08:30:00,2019-01-05T16:30:00,11,13,Weekend,Reserved
100547,2019-01-05T09:00:00,2019-01-05T17:00:00,16,18,Weekend,Reserved
100548,2019-01-05T09:00:00,2019-01-05T17:00:00,16,18,Weekend,Reserved
100549,2019-01-05T09:30:00,2019-01-05T17:30:00,16,18,Weekend,Reserved
100550,2019-01-05T09:30:00,2019-01-05T17:30:00,16,18,Weekend,Reserved
100551,2019-01-05T09:30:00,2019-01-05T12:30:00,12,14,Weekend,Reserved
100552,2019-01-05T09:30:00,2019-01-05T17:30:00,16,18,Weekend,Reserved
100553,2019-01-05T09:30:00,2019-01-05T12:30:00,12,14,Weekend,Reserved
100554,2019-01-05T09:30:00,2019-01-05T10:30:00,12,14,Weekend,Reserved
100555,2019-01-05T10:00:00,2019-01-05T22:00:00,17.5,17.5,Weekend,Reserved
100556,2019-01-05T10:00:00,2019-01-05T13:00:00,12,14,Weekend,Reserved
100557,2019-01-05T10:00:00,2019-01-05T18:00:00,16,18,Weekend,Reserved
100558,2019-01-05T10:00:00,2019-01-05T18:00:00,11,13,Weekend,Reserved
100559,2019-01-05T10:00:00,2019-01-05T13:00:00,10,12,Weekend,Reserved
100560,2019-01-05T10:00:00,2019-01-05T18:00:00,11,13,Weekend,Reserved
100561,2019-01-05T10:00:00,2019-01-05T18:00:00,11,13,Weekend,Reserved
100562,2019-01-05T10:00:00,2019-01-06T10:00:00,20,22,Weekend,Reserved
100563,2019-01-05T10:00:00,2019-01-05T18:00:00,16,18,Weekend,Reserved
100564,2019-01-05T10:00:00,2019-01-05T18:00:00,11,13,Weekend,Reserved
100565,2019-01-05T10:00:00,2019-01-05T18:00:00,16,18,Weekend,Reserved
100566,2019-01-05T10:00:00,2019-01-05T13:00:00,10,12,Weekend,Reserved
100567,2019-01-05T10:00:00,2019-01-06T10:00:00,20,22,Daily,Reserved
100568,2019-01-05T10:30:00,2019-01-05T18:30:00,11,13,Weekend,Reserved
100569,2019-01-05T10:30:00,2019-01-05T18:30:00,11,13,Weekend,Reserved
100570,2019-01-05T10:30:00,2019-01-06T10:30:00,20,22,Weekend,Reserved
100571,2019-01-05T10:30:00,2019-01-05T13:30:00,12,14,Weekend,Reserved
100572,2019-01-05T10:30:00,2019-01-05T18:30:00,16,18,Weekend,Reserved
100573,2019-01-05T10:30:00,2019-01-05T18:30:00,16,18,Weekend,Reserved
100574,2019-01-05T10:30:00,2019-01-05T18:30:00,16,18,Weekend,Reserved
100575,2019-01-05T10:30:00,2019-01-05T18:30:00,11,13,Weekend,Reserved
100576,2019-01-05T10:30:00,2019-01-05T11:30:00,12,14,Weekend,Reserved
100577,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100578,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100579,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100580,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100581,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100582,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100583,2019-01-05T11:00:00,2019-01-05T14:00:00,12,14,Weekend,Reserved
100584,2019-01-05T11:00:00,2019-01-05T19:00:00,11,13,Weekend,Reserved
100585,2019-01-05T11:00:00,2019-01-05T19:00:00,11,13,Weekend,Reserved
100586,2019-01-05T11:00:00,2019-01-05T14:00:00,12,14,Weekend,Reserved
100587,2019-01-05T11:00:00,2019-01-05T19:00:00,11,13,Weekend,Reserved
100588,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100589,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100590,2019-01-05T11:00:00,2019-01-05T19:00:00,11,13,Weekend,Reserved
100591,2019-01-05T11:00:00,2019-01-05T19:00:00,11,13,Weekend,Reserved
100592,2019-01-05T11:00:00,2019-01-05T19:00:00,11,13,Weekend,Reserved
100593,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100594,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100595,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100596,2019-01-05T11:00:00,2019-01-05T19:00:00,16,18,Weekend,Reserved
100597,2019-01-05T11:24:00,2019-01-05T11:43:42,0,12,Daily,Walk In
100598,2019-01-05T11:26:00,2019-01-05T13:53:11,0,38,Daily,Walk In
100599,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100600,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100601,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100602,2019-01-05T11:30:00,2019-01-05T19:30:00,16,18,Weekend,Reserved
100603,2019-01-05T11:30:00,2019-01-05T19:30:00,16,18,Weekend,Reserved
100604,2019-01-05T11:30:00,2019-01-05T19:30:00,16,18,Weekend,Reserved
100605,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100606,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100607,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100608,2019-01-05T11:30:00,2019-01-05T19:30:00,16,18,Weekend,Reserved
100609,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100610,2019-01-05T11:30:00,2019-01-05T19:30:00,11,13,Weekend,Reserved
100611,2019-01-05T11:44:00,2019-01-05T13:59:32,0,38,Daily,Walk In
100612,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100613,2019-01-05T12:00:00,2019-01-05T20:00:00,11,13,Weekend,Reserved
100614,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100615,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100616,2019-01-05T12:00:00,2019-01-05T20:00:00,11,13,Weekend,Reserved
100617,2019-01-05T12:00:00,2019-01-05T20:00:00,16,16,Weekend,Reserved
100618,2019-01-05T12:00:00,2019-01-05T20:00:00,11,13,Weekend,Reserved
100619,2019-01-05T12:00:00,2019-01-06T12:00:00,20,22,Weekend,Reserved
100620,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100621,2019-01-05T12:00:00,2019-01-05T20:00:00,11,13,Weekend,Reserved
100622,2019-01-05T12:00:00,2019-01-06T12:00:00,20,22,Weekend,Reserved
100623,2019-01-05T12:00:00,2019-01-05T20:00:00,11,13,Weekend,Reserved
100624,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100625,2019-01-05T12:00:00,2019-01-05T15:00:00,12,14,Weekend,Reserved
100626,2019-01-05T12:00:00,2019-01-05T15:00:00,12,14,Weekend,Reserved
100627,2019-01-05T12:00:00,2019-01-05T15:00:00,12,14,Weekend,Reserved
100628,2019-01-05T12:00:00,2019-01-05T20:00:00,11,13,Weekend,Reserved
100629,2019-01-05T12:00:00,2019-01-05T15:00:00,10,12,Weekend,Reserved
100630,2019-01-05T12:00:00,2019-01-06T12:00:00,20,22,Weekend,Reserved
100631,2019-01-05T12:00:00,2019-01-05T15:00:00,12,14,Weekend,Reserved
100632,2019-01-05T12:00:00,2019-01-05T15:00:00,12,14,Weekend,Reserved
100633,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100634,2019-01-05T12:00:00,2019-01-05T15:00:00,12,14,Weekend,Reserved
100635,2019-01-05T12:00:00,2019-01-05T20:00:00,16,18,Weekend,Reserved
100636,2019-01-05T12:30:00,2019-01-06T12:30:00,20,22,Weekend,Reserved
100637,2019-01-05T12:30:00,2019-01-05T20:30:00,16,18,Weekend,Reserved
100638,2019-01-05T12:30:00,2019-01-06T12:30:00,20,22,Daily,Reserved
100639,2019-01-05T12:30:00,2019-01-05T20:30:00,16,18,Weekend,Reserved
100640,2019-01-05T12:30:00,2019-01-05T20:30:00,11,13,Weekend,Reserved
100641,2019-01-05T12:30:00,2019-01-05T20:30:00,16,18,Weekend,Reserved
100642,2019-01-05T12:30:00,2019-01-05T20:30:00,16,18,Weekend,Reserved
100643,2019-01-05T12:30:00,2019-01-05T20:30:00,16,18,Weekend,Reserved
100644,2019-01-05T12:30:00,2019-01-05T20:30:00,16,18,Weekend,Reserved
100645,2019-01-05T12:30:00,2019-01-06T12:30:00,20,22,Daily,Reserved
